"Date","Aircraft_Type","Aircraft_Reg","Departure","Arrival","Off_Block","On_Block","Takeoff","Landing","Block_Time","Total_Time","Instrument_Time","Night_Time","PIC_Time","Student_Time","Instructor_Time","pic_name","Landings","Remarks","Cumulative_Total","Cumulative_PIC","Cumulative_Student","Cumulative_Instrument","Cumulative_SEP_Sea","Cumulative_Landings","Cumulative_Instructor"
"01/06/2021","C172","OH-CTL","Tuusulanjärvi","Tuusulanjärvi","18:13","19:34","","","1:21","1:21","","","1:21","","1:21","self","7","","787:31","637:23","150:08","65:08","201:40","1909","47:39"
"01/06/2021","C172","OH-CTL","Tuusulanjärvi","Tuusulanjärvi","17:16Z","18:30Z","","","1:14","1:14","","","1:14","","1:14","self","6","","788:45","638:37","150:08","65:08","202:54","1915","48:53"
"07/06/2021","C172","OH-CTL","Tuusulanjärvi","Tuusulanjärvi","17:29Z","18:30Z","","","1:01","1:01","","","1:01","","1:01","self","7","","789:46","639:38","150:08","65:08","203:55","1922","49:54"
"08/06/2021","C172","OH-CTL","Tuusulanjärvi","Tuusulanjärvi","12:42Z","13:32Z","","","0:50","0:50","","","0:50","","0:50","self","6","","790:36","640:28","150:08","65:08","204:45","1928","50:44"
"20/06/2021","P28A","OH-PDP","EFHV","EFLA","14:20Z","14:54Z","","","0:34","0:34","","","0:34","","","self","1","","791:10","641:02","150:08","65:08","204:45","1929","50:44"
"20/06/2021","P28A","OH-PDP","EFLA","EFHV","17:35Z","18:15Z","","","0:40","0:40","","","0:40","","","self","2","","791:50","641:42","150:08","65:08","204:45","1931","50:44"
"21/06/2021","C172","OH-CTL","Tuusulanjärvi","Tuusulanjärvi","16:45Z","17:55Z","","","1:10","1:10","","","1:10","","1:10","self","6","","793:00","642:52","150:08","65:08","205:55","1937","51:54"
"25/06/2021","C172","OH-COK","EFPR","EFPR","15:01Z","16:21Z","","","1:20","1:20","","","1:20","","1:20","self","4","","794:20","644:12","150:08","65:08","205:55","1941","53:14"
"01/07/2021","P28A","OH-PDP","EFHV","EFRY","11:35Z","12:05Z","","","0:30","0:30","","","0:30","","","self","1","","794:50","644:42","150:08","65:08","205:55","1942","53:14"
"01/07/2021","P28A","OH-PDP","EFRY","EFHV","12:37Z","13:06Z","","","0:29","0:29","","","0:29","","","self","1","","795:19","645:11","150:08","65:08","205:55","1943","53:14"
"04/07/2021","C172","OH-GKT","Salonsaari","Salonsaari","09:22Z","10:26Z","","","1:04","1:04","","","1:04","","","self","9","","796:23","646:15","150:08","65:08","206:59","1952","53:14"
"11/07/2021","C172","OH-GKT","Kahvisaari","Hillosensalmi","05:37Z","06:12Z","","","0:35","0:35","","","0:35","","","self","1","","796:58","646:50","150:08","65:08","207:34","1953","53:14"
"11/07/2021","C172","OH-GKT","Hillosensalmi","Kahvisaari","06:48Z","07:27Z","","","0:39","0:39","","","0:39","","","self","2","","797:37","647:29","150:08","65:08","208:13","1955","53:14"
"12/07/2021","P28A","OH-PDP","EFHV","EFHV","17:01Z","17:29Z","","","0:28","0:28","","","0:28","","","self","3","","798:05","647:57","150:08","65:08","208:13","1958","53:14"
"16/07/2021","C172","OH-CTL","Tuusulanjärvi","Tuusulanjärvi","13:46Z","15:00Z","","","1:14","1:14","","","1:14","","1:14","self","5","","799:19","649:11","150:08","65:08","209:27","1963","54:28"
"29/07/2021","C172","OH-CAY","EFHV","EFHV","13:28Z","13:50Z","","","0:22","0:22","","","0:22","","0:22","self","3","","799:41","649:33","150:08","65:08","209:27","1966","54:50"
"29/07/2021","C172","OH-CAY","EFHV","EFHV","13:51Z","14:51Z","","","1:00","1:00","","","1:00","","1:00","self","6","","800:41","650:33","150:08","65:08","209:27","1972","55:50"
"29/07/2021","P28A","OH-PDP","EFHV","EFHV","15:42Z","16:09Z","","","0:27","0:27","","","0:27","","","self","5","","801:08","651:00","150:08","65:08","209:27","1977","55:50"
"01/08/2021","C172","OH-CTL","Tuusulanjärvi","Tuusulanjärvi","16:29Z","17:34Z","","","1:05","1:05","","","1:05","","1:05","self","6","","802:13","652:05","150:08","65:08","210:32","1983","56:55"
"03/08/2021","DA40","OH-STL","EFPR","EFPR","14:53Z","16:38Z","","","1:45","1:45","","","1:45","","","self","2","","803:58","653:50","150:08","65:08","210:32","1985","56:55"
"05/08/2021","P28A","OH-TIL","EFLA","EFLA","13:34Z","15:30Z","","","1:56","1:56","1:56","","1:56","","","self","3","","805:54","655:46","150:08","67:04","210:32","1988","56:55"
"06/08/2021","C172","OH-COK","EFPR","EFPR","15:36Z","16:16Z","","","0:40","0:40","","","0:40","","0:40","self","1","","806:34","656:26","150:08","67:04","210:32","1989","57:35"
"20/08/2021","P28A","OH-PDP","EFHV","EFRY","15:10Z","15:40Z","","","0:30","0:30","","","0:30","","","self","1","","807:04","656:56","150:08","67:04","210:32","1990","57:35"
"20/08/2021","P28A","OH-PDP","EFRY","EFHV","16:07Z","16:32Z","","","0:25","0:25","","","0:25","","","self","1","","807:29","657:21","150:08","67:04","210:32","1991","57:35"
"22/08/2021","C172","OH-CTL","Tuusulanjärvi","Salonsaari","15:38Z","16:36Z","","","0:58","0:58","","","0:58","","","self","3","","808:27","658:19","150:08","67:04","211:30","1994","57:35"
"28/08/2021","C172","OH-GKT","Kahvisaari","Virtosaari","10:30Z","11:15Z","","","0:45","0:45","","","0:45","","","self","4","","809:12","659:04","150:08","67:04","212:15","1998","57:35"
"28/08/2021","C172","OH-GKT","Virtosaari","Kahvisaari","11:38Z","12:15Z","","","0:37","0:37","","","0:37","","","self","3","","809:49","659:41","150:08","67:04","212:52","2001","57:35"
"03/09/2021","P28A","OH-TIL","EFKU","EFLA","14:07Z","15:25Z","","","1:18","1:18","1:18","","1:18","","","self","1","","811:07","660:59","150:08","68:22","212:52","2002","57:35"
"09/09/2021","P28A","OH-PDP","EFHV","EFHV","15:38Z","16:06Z","","","0:28","0:28","","","0:28","","","self","4","","811:35","661:27","150:08","68:22","212:52","2006","57:35"
"10/09/2021","C172","OH-CTL","Tuusulanjärvi","Sandö","15:00Z","15:50Z","","","0:50","0:50","","","0:50","","","self","3","","812:25","662:17","150:08","68:22","213:42","2009","57:35"
"10/09/2021","C172","OH-CTL","Sandö","Tuusulanjärvi","15:54Z","16:40Z","","","0:46","0:46","","","0:46","","","self","1","","813:11","663:03","150:08","68:22","214:28","2010","57:35"
"20/09/2021","P28A","OH-TIL","EFLA","EFIM","11:04Z","12:44Z","","","1:40","1:40","1:40","","","1:40","","Tarhanen","2","","814:51","663:03","151:48","70:02","214:28","2012","57:35"
"20/09/2021","P28A","OH-TIL","EFIM","EFLA","14:58Z","15:58Z","","","1:00","1:00","","","1:00","","","self","1","","815:51","664:03","151:48","70:02","214:28","2013","57:35"
"27/09/2021","P28A","OH-PDP","EFHV","EFHV","15:30Z","15:48Z","","","0:18","0:18","","","0:18","","","self","3","","816:09","664:21","151:48","70:02","214:28","2016","57:35"
"06/10/2021","P28A","OH-PDP","EFHV","EFRY","11:00Z","11:24Z","","","0:24","0:24","","","0:24","","","self","1","","816:33","664:45","151:48","70:02","214:28","2017","57:35"
"06/10/2021","P28A","OH-PDP","EFRY","EFHV","12:28Z","12:55Z","","","0:27","0:27","","","0:27","","","self","1","","817:00","665:12","151:48","70:02","214:28","2018","57:35"
"13/10/2021","C172","OH-CTL","Tuusulanjärvi","Hiidenvesi","08:59Z","09:46Z","","","0:47","0:47","","","0:47","","","self","3","","817:47","665:59","151:48","70:02","215:15","2021","57:35"
"13/10/2021","C172","OH-CTL","Hiidenvesi","EFRY","10:30Z","11:10Z","","","0:40","0:40","","","0:40","","","self","3","","818:27","666:39","151:48","70:02","215:55","2024","57:35"
"17/10/2021","P28A","OH-PDP","EFHV","EFHV","10:22Z","11:35Z","","","1:13","1:13","","","1:13","","","self","4","","819:40","667:52","151:48","70:02","215:55","2028","57:35"
"29/10/2021","P28A","OH-PDP","EFHV","EFHV","12:10Z","13:40Z","","","1:30","1:30","","","1:30","","1:30","self","3","","821:10","669:22","151:48","70:02","215:55","2031","59:05"
"30/10/2021","C172","OH-CAM","EFHV","EFHV","11:54Z","12:59Z","","","1:05","1:05","","","1:05","","1:05","self","1","","822:15","670:27","151:48","70:02","215:55","2032","60:10"
"30/10/2021","C172","OH-CAM","EFPR","EFPR","12:59Z","14:31Z","","","1:32","1:32","","","1:32","","1:32","self","5","","823:47","671:59","151:48","70:02","215:55","2037","61:42"
"30/10/2021","C172","OH-CAM","EFHV","EFHV","14:46Z","15:35Z","","","0:49","0:49","","","0:49","","0:49","self","5","","824:36","672:48","151:48","70:02","215:55","2042","62:31"
"31/10/2021","P28A","OH-PDP","EFHV","EFHV","14:51Z","15:50Z","","","0:59","0:59","","","0:59","","","self","1","","825:35","673:47","151:48","70:02","215:55","2043","62:31"
"17/12/2021","C172","OH-CAM","EFHV","EFHV","17:57Z","18:29Z","","","0:30","0:30","","0:30","0:30","","","self","3","","826:05","674:17","151:48","70:02","215:55","2046","62:31"
"26/12/2021","C152","OH-CMV","EFHV","EFHV","09:34Z","10:36Z","","","1:02","1:02","","","1:02","","","self","6","","827:07","675:19","151:48","70:02","215:55","2052","62:31"
