"Date","Aircraft_Type","Aircraft_Reg","Departure","Arrival","Off_Block","On_Block","Takeoff","Landing","Block_Time","Total_Time","Instrument_Time","Night_Time","PIC_Time","Student_Time","Instructor_Time","pic_name","Landings","Remarks","Cumulative_Total","Cumulative_PIC","Cumulative_Student","Cumulative_Instrument","Cumulative_SEP_Sea","Cumulative_Landings","Cumulative_Instructor"
"30/05/2017","C172","OH-CTL","Keilalahti","Tuusulanjärvi","12:14","13:00","","","0:46","0:46","","","0:46","","","self","1","","414:49","330:02","84:47","3:12","68:16","928",""
"04/06/2017","P28A","OH-PDP","EFHF","EFHF","17:46","18:19","","","0:33","0:33","","","0:33","","","self","1","","415:22","330:35","84:47","3:12","68:16","929",""
"05/06/2017","C206","OH-PAX","Kallvik","Tirmo","10:23","11:23","","","1:00","1:00","","","","1:00","","Korjula","6","","416:22","330:35","85:47","3:12","69:16","935",""
"05/06/2017","C206","OH-PAX","Tirmo","Kallvik","13:08","13:55","","","00:47","00:47","","","","00:47","","Korjula","6","","417:09","330:35","86:34","3:12","70:03","941",""
"09/06/2017","C172","OH-CTL","Isosaari","Yliskylä","09:17","09:45","","","00:28","00:28","","","00:28","","","self","1","","417:37","331:03","86:34","3:12","70:31","942",""
"10/06/2017","P28A","OH-PDP","EFHF","EFHF","07:58","09:02","","","01:04","01:04","","","01:04","","","self","1","","418:41","332:07","86:34","3:12","70:31","943",""
"11/06/2017","P28A","OH-PDP","EFHF","EFHF","13:37","14:30","","","00:53","00:53","","","00:53","","","self","1","","419:34","333:00","86:34","3:12","70:31","944",""
"14/06/2017","C172","OH-CTL","Rantamo","Komsalö","15:25","15:40","","","00:15","00:15","","","00:15","","","self","1","","419:49","333:15","86:34","3:12","70:46","945",""
"14/06/2017","C172","OH-CTL","Sandö","Yliskylä","17:08","17:42","","","00:34","00:34","","","00:34","","","self","1","","420:23","333:49","86:34","3:12","71:20","946",""
"15/06/2017","C172","OH-CTL","Örö","Kasnäs","15:04","15:27","","","00:23","00:23","","","00:23","","","self","1","","420:46","334:12","86:34","3:12","71:43","947",""
"15/06/2017","C172","OH-CTL","Sandö","Lohja","17:07","17:48","","","00:41","00:41","","","00:41","","","self","1","","421:27","334:53","86:34","3:12","72:24","948",""
"15/06/2017","C172","OH-CTL","LOHJA","Yliskylä","18:23","18:59","","","00:36","00:36","","","00:36","","","self","1","","422:03","335:29","86:34","3:12","73:00","949",""
"28/06/2017","P28A","OH-PDP","EFHF","EFHF","14:47","15:24","","","00:37","00:37","","","00:37","","","self","1","","422:40","336:06","86:34","3:12","73:00","950",""
"16/06/2017","C172","OH-CTL","Yliskylä","Tuusulanj.","10:49","11:27","","","00:38","00:38","","","00:38","","","self","1","","423:18","336:44","86:34","3:12","73:38","951",""
"03/07/2017","C172","OH-CTL","Yliskylä","Keilaniemi","21:35","21:58","","","00:23","00:23","","","00:23","","","self","2","","423:41","337:07","86:34","3:12","74:01","953",""
"04/07/2017","C172","OH-CTL","Keilaniemi","Keilaniemi","13:58","14:30","","","00:32","00:32","","","00:32","","","self","1","","424:13","337:39","86:34","3:12","74:33","954",""
"04/07/2017","C172","OH-CTL","Keilaniemi","Tuusulanj.","14:44","15:23","","","00:39","00:39","","","00:39","","","self","1","","424:52","338:18","86:34","3:12","75:12","955",""
"07/07/2017","P28A","OH-PDP","EFHF","EFFO","13:06","14:04","","","00:58","00:58","","","00:58","","","self","1","","425:50","339:16","86:34","3:12","75:12","956",""
"07/07/2017","P28A","OH-PDP","EFFO","EFHV","17:28","18:01","","","00:35","00:35","","","00:35","","","self","1","","426:25","339:51","86:34","3:12","75:12","957",""
"09/07/2017","P28A","OH-PDP","EFHV","EFHF","12:51","13:25","","","00:34","00:34","","","00:34","","","self","1","","426:59","340:25","86:34","3:12","75:12","958",""
"13/07/2017","C172","OH-CTL","Tuusula","Haikkoo","07:41","08:11","","","00:30","00:30","","","00:30","","","self","1","","427:29","340:55","86:34","3:12","75:42","959",""
"13/07/2017","C172","OH-CTL","Haikkoo","Loviisa","08:57","10:00","","","01:03","01:03","","","01:03","","","self","1","","428:32","341:58","86:34","3:12","76:45","960",""
"13/07/2017","C172","OH-CTL","Loviisa","Pellinki","10:01","10:25","","","00:24","00:24","","","00:24","","","self","1","","428:56","342:22","86:34","3:12","77:09","961",""
"13/07/2017","C172","OH-CTL","Pellinki","Tuusula","10:31","11:05","","","00:34","00:34","","","00:34","","","self","1","","429:30","342:56","86:34","3:12","77:43","962",""
"16/07/2017","P28A","OH-PDP","EFHF","EFUT","12:10","13:05","","","00:55","00:55","","","00:55","","","self","1","","430:25","343:51","86:34","3:12","77:43","963",""
"16/07/2017","P28A","OH-PDP","EFUT","EFHF","13:27","14:23","","","00:56","00:56","","","00:56","","","self","1","","431:21","344:47","86:34","3:12","77:43","964",""
"25/07/2017","C172","OH-CTL","Pargas","Inkoo","14:01","15:08","","","01:07","01:07","","","01:07","","","self","2","","432:28","345:54","86:34","3:12","78:50","966",""
"25/07/2017","C172","OH-CTL","Inkoo","Tuusulanjärvi","16:09","17:03","","","00:54","00:54","","","00:54","","","self","1","","433:22","346:48","86:34","3:12","79:44","967",""
"29/07/2017","P28A","OH-PDP","EFHF","EFLP","12:38","13:58","","","01:20","01:20","","","01:20","","","self","1","","434:42","348:08","86:34","3:12","79:44","968",""
"29/07/2017","P28A","OH-PDP","EFLP","EFHF","19:13","20:30","","","01:17","01:17","","","01:17","","","self","1","","435:59","349:25","86:34","3:12","79:44","969",""
"08/08/2017","C185","OH-CDK","ISO-JÄLÄ","INARI","10:33","14:17","","","03:44","03:44","","","03:44","","","self","1","","439:43","353:09","86:34","3:12","83:28","970",""
"13/08/2017","P28A","OH-PDP","EFHF","EFHF","12:23","12:53","","","00:30","00:30","","","00:30","","","self","1","","440:13","353:39","86:34","3:12","83:28","971",""
"27/08/2017","P28A","OH-PDP","EFHF","EFHF","08:57","09:47","","","00:50","00:50","","","00:50","","","self","1","","441:03","354:29","86:34","3:12","83:28","972",""
"02/09/2017","C172","OH-CTL","ALAJARVI","KEMIJÄRVI","07:49","09:30","","","01:41","01:41","","","01:41","","","self","1","","442:44","356:10","86:34","3:12","85:09","973",""
"02/09/2017","C172","OH-CTL","KEMIJÄRVI","SOTKAMO","11:09","13:16","","","02:07","02:07","","","02:07","","","self","1","","444:51","358:17","86:34","3:12","87:16","974",""
"02/09/2017","C172","OH-CTL","VEHMERSALMI","HIRVENSALMI","16:51","17:55","","","01:04","01:04","","","01:04","","","self","1","","445:55","359:21","86:34","3:12","88:20","975",""
"02/09/2017","C172","OH-CTL","HIRVENSALMI","Tuusulanjärvi","18:22","19:35","","","01:13","01:13","","","01:13","","","self","1","","447:08","360:34","86:34","3:12","89:33","976",""
"08/10/2017","C172","OH-SPH","EFHF","EFHF","12:22","13:14","","","00:52","00:52","","","","00:52","","Stude","9","","448:00","360:34","87:26","3:12","89:33","985",""
"08/10/2017","C172","OH-CAV","EFHF","EFHF","14:15","14:47","","","00:32","00:32","","","","00:32","","Stude","5","","448:32","360:34","87:58","3:12","89:33","990",""
"14/09/2017","P28A","OH-PDP","EFHF","EFHF","11:15","11:41","","","00:26","00:26","","","00:26","","","self","1","","448:58","361:00","87:58","3:12","89:33","991",""
"17/09/2017","P28A","OH-PDP","EFHF","EFRY","09:39","10:28","","","00:49","00:49","","","00:49","","","self","1","","449:47","361:49","87:58","3:12","89:33","992",""
"17/09/2017","P28A","OH-PDP","EFRY","EFHF","12:12","13:08","","","00:56","00:56","","","00:56","","","self","1","","450:43","362:45","87:58","3:12","89:33","993",""
"18/09/2017","C172","OH-CTL","Ruostejärvi","Pyhäjärvi","13:17","13:42","","","00:25","00:25","","","00:25","","","self","4","","451:08","363:10","87:58","3:12","89:58","997",""
"18/09/2017","C172","OH-CTL","Pyhajärvi","Tuusulanjärvi","13:53","14:53","","","1:00","1:00","","","1:00","","","self","2","","452:08","364:10","87:58","3:12","90:58","999",""
"29/09/2017","C172","OH-CTL","Tuusulanjärvi","Särkijärvi","17:27","18:05","","","0:38","0:38","","","0:38","","","self","1","","452:46","364:48","87:58","3:12","91:36","1000",""
"14/10/2017","C172","OH-CAV","EFHF","EFHF","08:44","09:52","","","1:08","1:08","","","1:08","","","self","9","","453:54","365:56","87:58","3:12","91:36","1009",""
"15/10/2017","C185","OH-CDK","Vääksy","Vääksy","07:40","08:36","","","0:56","0:56","","","0:56","","","self","9","","454:50","366:52","87:58","3:12","92:32","1018",""
"15/10/2017","C185","OH-CDK","Vääksy","Vääksy","10:09","11:40","","","1:31","1:31","","","1:31","","","self","1","","456:21","368:23","87:58","3:12","94:03","1019",""
"10/11/2017","P28A","OH-PDP","EFHF","EFHF","13:03","13:31","","","0:28","0:28","","","0:28","","","self","1","","456:49","368:51","87:58","3:12","94:03","1020",""
"16/11/2017","P28A","OH-PDP","EFHF","EFHV","09:24","09:58","","","0:34","0:34","","","0:34","","","self","1","","457:23","369:25","87:58","3:12","94:03","1021",""
"21/12/2017","C172","OH-CAV","EFHF","EFHF","10:16","11:28","","","1:12","1:12","","","1:12","","","self","4","","458:35","370:37","87:58","3:12","94:03","1025",""
"11/12/2017","C172","OH-CMO","EFPO","EFHF","08:37","10:45","","","02:08","02:08","","","02:08","","","self","1","","460:43","372:45","87:58","3:12","94:03","1026",""
"12/12/2017","C172","OH-CAV","EFHF","EFHF","09:02","10:20","","","01:18","01:18","","","01:18","","","self","4","","462:01","374:03","87:58","3:12","94:03","1030",""
"07/01/2018","C172","OH-CAV","EFHF","EFHF","11:43","12:45","","","01:02","01:02","","","01:02","","","self","3","","463:03","375:05","87:58","3:12","94:03","1033",""
"31/01/2018","C172","OH-CWB","EFHF","EFHF","11:54","13:17","","","01:23","01:23","","","01:23","","","self","4","","464:26","376:28","87:58","3:12","94:03","1037",""
"04/02/2018","C172","OH-CWB","EFHF","EFHF","11:02","12:10","","","01:08","01:08","","","01:08","","","self","4","","465:34","377:36","87:58","3:12","94:03","1041",""
"12/02/2018","C172","OH-CWB","EFHF","EFHF","11:30","12:32","","","01:02","01:02","","","01:02","","","self","4","","466:36","378:38","87:58","3:12","94:03","1045",""
"23/02/2018","C152","OH-CTH","EFHF","EFHF","15:21","16:07","","","00:46","00:46","","","00:46","","","self","5","","467:22","379:24","87:58","3:12","94:03","1050",""
"15/03/2018","C172","OH-CWB","EFHF","EFHF","16:06","16:32","","","00:26","00:26","","","00:26","","","self","1","","467:48","379:50","87:58","3:12","94:03","1051",""
"21.03.2018","C172","OH-CWB","EFHF","EFHF","12:40","13:32","","","0:52","0:52","","","0:52","","","self","8","","468:40","380:42","87:58","3:12","94:03","1059",""
"30.03.2018","C152","OH-CRA","EFHF","EFHF","09:39","10:52","","","1:13","1:13","","","1:13","","","self","1","","469:53","381:55","87:58","3:12","94:03","1060",""
"19.04.2018","P28A","OH-PDP","EFHV","EFHF","18:32","19:15","","","0:43","0:43","","","0:43","","","self","1","","470:36","382:38","87:58","3:12","94:03","1061",""
"22.04.2018","P28A","OH-PDP","EFHF","EFRY","09:05","10:00","","","0:55","0:55","","","0:55","","","self","1","","471:31","383:33","87:58","3:12","94:03","1062",""
"22.04.2018","P28A","OH-PDP","EFRY","EFLA","14:04","15:04","","","1:00","1:00","","","1:00","","","self","1","","472:31","384:33","87:58","3:12","94:03","1063",""
"22.04.2018","P28A","OH-PDP","EFLA","EFHF","17:23","18:10","","","0:47","0:47","","","0:47","","","self","1","","473:18","385:20","87:58","3:12","94:03","1064",""
"04.05.2018","P28A","OH-PDP","EFHF","EFLA","17:15","18:04","","","0:49","0:49","","","0:49","","","self","1","","474:07","386:09","87:58","3:12","94:03","1065",""
"04.05.2018","P28A","OH-PDP","EFLA","EFHF","18:49","19:40","","","0:51","0:51","","","0:51","","","self","1","","474:58","387:00","87:58","3:12","94:03","1066",""
"07/05/2018","P28A","OH-PDP","EFHF","EFHF","14:41","15:09","","","0:28","0:28","","","0:28","","","self","1","","475:26","387:28","87:58","3:12","94:03","1067",""
"08/05/2018","P28A","OH-PDP","EFHF","EFLA","09:31","10:18","","","0:47","0:47","","","0:47","","","self","1","","476:13","388:15","87:58","3:12","94:03","1068",""
"08/05/2018","C150","OH-DBS","EFLA","EFLA","08:39","10:05","","","1:23","1:23","","","","1:23","","Ravantti","3","","477:36","388:15","89:21","3:12","94:03","1071",""
"08/05/2018","C150","OH-DBS","EFLA","EFLA","10:53","11:42","","","0:49","0:49","","","","0:49","","Ravantti","4","","478:25","388:15","90:10","3:12","94:03","1075",""
"08/05/2018","P28A","OH-PDP","EFLA","EFHF","15:20","16:06","","","0:46","0:46","","","0:46","","","self","1","","479:11","389:01","90:10","3:12","94:03","1076",""
"10/05/2018","P28A","OH-PDP","EFHF","EFLA","07:00","07:51","","","0:51","0:51","","","0:51","","","self","1","","480:02","389:52","90:10","3:12","94:03","1077",""
"10/05/2018","C150","OH-DBS","EFLA","EFLA","08:15","09:27","","","1:12","1:12","","","","1:12","","Ravantti","4","","481:14","389:52","91:22","3:12","94:03","1081",""
"10/05/2018","C150","OH-DBS","EFLA","EFLA","13:46","14:45","","","0:59","0:59","","","","0:59","","Jansson","4","CRI(A) proficiency check","482:13","389:52","92:21","3:12","94:03","1085",""
"12/05/2018","P28A","OH-PDP","EFHF","EFSA","16:27","18:10","","","1:43","1:43","","","1:43","","","self","1","","483:56","391:35","92:21","3:12","94:03","1086",""
"12/05/2018","P28A","OH-PDP","EFSA","EFHF","18:28","20:10","","","1:42","1:42","","","1:42","","","self","1","","485:38","393:17","92:21","3:12","94:03","1087",""
"17/05/2018","P28A","OH-PDP","EFHF","EFRY","17:57","18:43","","","0:46","0:46","","","0:46","","","self","1","","486:24","394:03","92:21","3:12","94:03","1088",""
"17/05/2018","P28A","OK-PDP","EFRY","EFHF","18:51","19:35","","","0:44","0:44","","","0:44","","","self","1","","487:08","394:47","92:21","3:12","94:03","1089",""
"19/05/2018","P28A","OH-PDP","EFHF","EFLA","08:01","08:52","","","0:51","0:51","","","0:51","","","self","1","","487:59","395:38","92:21","3:12","94:03","1090",""
"19/05/2018","P28A","OH-PDP","EFLA","EFHF","16:32","17:20","","","0:48","0:48","","","0:48","","","self","1","","488:47","396:26","92:21","3:12","94:03","1091",""
"18/05/2018","C172","OH-CTL","Haukkaniemi","Haukkaniemi","20:00","20:33","","","0:33","0:33","","","0:33","","","self","5","","489:20","396:59","92:21","3:12","94:36","1096",""
"22/05/2018","P28A","OH-PDP","EFHF","EFLA","09:44","10:32","","","0:48","0:48","","","0:48","","","self","1","","490:08","397:47","92:21","3:12","94:36","1097",""
"22/05/2018","C185","OH-CDK","Salons","Salons","14:27","15:41","","","1:14","1:14","","","","1:14","","Jansson","10","","491:22","397:47","93:35","3:12","95:50","1107",""
"22/05/2018","P28A","OH-PDP","EFLA","EFHF","20:37","21:24","","","0:47","0:47","","","0:47","","","self","1","","492:09","398:34","93:35","3:12","95:50","1108",""
"23/05/2018","C172","OH-CTL","Haukkaniemi","Haukkaniemi","11:24","12:41","","","1:17","1:17","","","1:17","","1:17","self","5","","493:26","399:51","93:35","3:12","97:07","1113","1:17"
"24/05/2018","C172","OH-CTL","Haukkaniemi","Haukkaniemi","18:33","19:50","","","1:17","1:17","","","1:17","","1:17","self","5","","494:43","401:08","93:35","3:12","98:24","1118","2:34"
"25/05/2018","C185","OH-CDK","Pajuranta","Kelvenne","15:38","16:08","","","0:30","0:30","","","0:30","","","self","2","","495:13","401:38","93:35","3:12","98:54","1120","2:34"
"25/05/2018","C185","OH-CDK","Kelvenne","Pajuranta","17:05","17:34","","","0:29","0:29","","","0:29","","","self","1","","495:42","402:07","93:35","3:12","99:23","1121","2:34"
"26/05/2018","C172","OH-CTL","Haukka","Kabbale","09:41","10:23","","","0:42","0:42","","","0:42","","","self","3","","496:24","402:49","93:35","3:12","100:05","1124","2:34"
"26/05/2018","C172","OH-CTL","Kabbale","Kabbale","10:50","11:30","","","0:40","0:40","","","0:40","","0:40","self","5","","497:04","403:29","93:35","3:12","100:45","1129","3:14"
"26/05/2018","C172","OH-CTL","Kabböle","Kabböle","12:03","12:57","","","0:54","0:54","","","0:54","","0:54","self","5","","497:58","404:23","93:35","3:12","101:39","1134","4:08"
"26/05/2018","C172","OH-CTL","Kabböle","Kabböle","13:40","14:14","","","0:34","0:34","","","0:34","","0:34","self","6","","498:32","404:57","93:35","3:12","102:13","1140","4:42"
"31/05/2018","P28A","OH-PDP","EFHF","EFHF","16:30","17:00","","","0:30","0:30","","","0:30","","","self","5","","499:02","405:27","93:35","3:12","102:13","1145","4:42"
"07/06/2018","P28A","OH-PDP","EFHF","EFHF","19:37","20:06","","","0:29","0:29","","","0:29","","","self","1","","499:31","405:56","93:35","3:12","102:13","1146","4:42"
"07/06/2018","P28A","OH-PDP","EFHF","EFHF","20:18","20:39","","","0:21","0:21","","","0:21","","","self","1","","499:52","406:17","93:35","3:12","102:13","1147","4:42"
"07/06/2018","P28A","OH-PDP","EFHF","EFHF","20:40","20:56","","","0:16","0:16","","","0:16","","","self","1","","500:08","406:33","93:35","3:12","102:13","1148","4:42"
"08/06/2018","C172","OH-CTL","Tuusulanj.","Gumböle","10:14","10:57","","","0:43","0:43","","","0:43","","","self","5","","500:51","407:16","93:35","3:12","102:56","1153","4:42"
"12/06/2018","P28A","OH-PDP","EFHF","EFHF","11:38","12:40","","","1:02","1:02","","","1:02","","","self","1","","501:53","408:18","93:35","3:12","102:56","1154","4:42"
"13/06/2018","C172","OH-CTL","Tuusulanjärvi","Tuusulanjärvi","18:21","19:27","","","1:06","1:06","","","1:06","","1:06","self","5","","502:59","409:24","93:35","3:12","104:02","1159","5:48"
"13/06/2018","C172","OH-CTL","Tuusulanjärvi","Tuusulanjärvi","19:42","20:31","","","0:49","0:49","","","0:49","","0:49","self","4","","503:48","410:13","93:35","3:12","104:51","1163","6:37"
"14/06/2018","C172","OH-CTL","Tuusulanjärvi","Hiidenvesi","18:45","19:30","","","0:45","0:45","","","0:45","","","self","1","","504:33","410:58","93:35","3:12","105:36","1164","6:37"
"14/06/2018","C172","OH-CTL","Hiidenvesi","Tuusulanjärvi","20:00","20:55","","","0:55","0:55","","","0:55","","","self","1","","505:28","411:53","93:35","3:12","106:31","1165","6:37"
"16/06/2018","C172","OH-GKT","Kahvisaari","Vääksy","11:22","12:05","","","0:43","0:43","","","0:43","","","self","5","","506:11","412:36","93:35","3:12","107:14","1170","6:37"
"16/06/2018","C172","OH-GKT","Vääksy","Hanasaari","12:39","13:48","","","1:09","1:09","","","1:09","","","self","1","","507:20","413:45","93:35","3:12","108:23","1171","6:37"
"16/06/2018","C172","OH-GKT","Hanusaari","Hiidenvesi","14:13","14:55","","","0:42","0:42","","","0:42","","","self","1","","508:02","414:27","93:35","3:12","109:05","1172","6:37"
"16/06/2018","C172","OH-GKT","Hiidenvesi","Kahvisaari","15:14","16:04","","","0:50","0:50","","","0:50","","","self","1","","508:52","415:17","93:35","3:12","109:55","1173","6:37"
"21/06/2018","P28A","OH-PDP","EFHF","EFHF","11:10","11:35","","","0:25","0:25","","","0:25","","","self","1","","509:17","415:42","93:35","3:12","109:55","1174","6:37"
"25/06/2018","C192","OH-GKT","Kahvisaari","Kahvisaari","14:46","15:44","","","0:58","0:58","","","0:58","","","self","10","","510:15","416:40","93:35","3:12","110:53","1184","6:37"
"04/07/2018","C192","OH-GKT","Kahvisaari","Kahvisaari","14:53","16:05","","","1:12","1:12","","","1:12","","","self","6","","511:27","417:52","93:35","3:12","112:05","1190","6:37"
"05/07/2018","P28A","OH-PDP","EFHF","EFHF","10:40","11:04","","","0:24","0:24","","","0:24","","","self","1","","511:51","418:16","93:35","3:12","112:05","1191","6:37"
"13/07/2018","P28A","OH-PDP","EFHF","EFLA","15:30","17:00","","","1:30","1:30","","","1:30","","","self","6","","513:21","419:46","93:35","3:12","112:05","1197","6:37"
"13/07/2018","P28A","OH-PDP","EFLA","EFHF","17:28","18:18","","","0:50","0:50","","","0:50","","","self","1","","514:11","420:36","93:35","3:12","112:05","1198","6:37"
"18/07/2018","C192","OH-CTL","Puumaala","Puumaala","14:17","16:17","","","2:00","2:00","","","2:00","","","self","1","","516:11","422:36","93:35","3:12","114:05","1199","6:37"
"18/07/2018","C192","OH-CTL","Puumaala","Ristiina","17:15","17:56","","","0:41","0:41","","","0:41","","","self","2","","516:52","423:17","93:35","3:12","114:46","1201","6:37"
"18/07/2018","C172","OH-CTL","Ristiina","Tuusulanjärvi","18:20","19:35","","","1:15","1:15","","","1:15","","","self","1","","518:07","424:32","93:35","3:12","116:01","1202","6:37"
"23/07/2018","C172","OH-CTL","Salonsaari","Tuusulanjärvi","20:23","21:13","","","0:50","0:50","","","0:50","","","self","1","","518:57","425:22","93:35","3:12","116:51","1203","6:37"
"24/07/2018","C172","OH-CTL","Tuusulanjärvi","Tuusulanjärvi","08:21","09:41","","","1:20","1:20","","","1:20","","1:20","self","4","","520:17","426:42","93:35","3:12","118:11","1207","7:57"
"29/07/2018","C172","OH-GKT","Salonsaari","Leikavanta","18:25","19:59","","","1:34","1:34","","","1:34","","","self","1","","521:51","428:16","93:35","3:12","119:45","1208","7:57"
"30/07/2018","C172","OH-GKT","Leikonranta","Sulkava","10:07","10:28","","","0:21","0:21","","","0:21","","","self","1","","522:12","428:37","93:35","3:12","120:06","1209","7:57"
"30/07/2018","C172","OH-GKT","Sulkava","Leikonranta","15:59","16:15","","","0:16","0:16","","","0:16","","","self","1","","522:28","428:53","93:35","3:12","120:22","1210","7:57"
"30/07/2018","C172","OH-GKT","Leikonranta","Kahvisaari","19:14","20:35","","","1:21","1:21","","","1:21","","","self","1","","523:49","430:14","93:35","3:12","121:43","1211","7:57"
"02/08/2018","P28A","OH-PDP","EFHF","EFPR","16:16","16:58","","","0:42","0:42","","","0:42","","","self","1","","524:31","430:56","93:35","3:12","121:43","1212","7:57"
"02/08/2018","P28A","OH-PDP","EFPR","EFHF","18:27","19:18","","","0:51","0:51","","","0:51","","","self","1","","525:22","431:47","93:35","3:12","121:43","1213","7:57"
"09/08/2018","P28A","OH-PDP","EFHF","EFHF","16:35","17:21","","","0:46","0:46","","","0:46","","","self","1","","526:08","432:33","93:35","3:12","121:43","1214","7:57"
"17/08/2018","C172","OH-GKT","Kahvisaari","Kelvenne","10:40","11:24","","","0:44","0:44","","","0:44","","","self","7","","526:52","433:17","93:35","3:12","122:27","1221","7:57"
"17/08/2018","C172","OH-GKT","Kelvenne","Kahvisaari","11:37","12:15","","","0:38","0:38","","","0:38","","","self","5","","527:30","433:55","93:35","3:12","123:05","1226","7:57"
"24/08/2018","C172","OH-GKT","Kahvisaari","Kahvisaari","07:40","08:49","","","1:09","1:09","","","1:09","","","self","7","","528:39","435:04","93:35","3:12","124:14","1233","7:57"
"28/08/2018","P28A","OH-PDP","EFHF","EFHF","16:01","16:24","","","0:23","0:23","","","0:23","","","self","1","","529:02","435:27","93:35","3:12","124:14","1234","7:57"
"29/08/2018","C172","OH-CTL","Tuusulanjärvi","Gumbostrand","11:30","12:06","","","0:36","0:36","","","0:36","","","self","3","","529:38","436:03","93:35","3:12","124:50","1237","7:57"
"29/08/2018","C172","OH-CTL","Gumbostrand","Tuusulanjärvi","13:12","13:45","","","0:33","0:33","","","0:33","","","self","2","","530:11","436:36","93:35","3:12","125:23","1239","7:57"
"29/08/2018","P28A","OH-PDP","EFHF","EFHF","16:16","17:25","","","1:09","1:09","","","1:09","","","self","3","","531:20","437:45","93:35","3:12","125:23","1242","7:57"
