"Date","Aircraft_Type","Aircraft_Reg","Departure","Arrival","Off_Block","On_Block","Takeoff","Landing","Block_Time","Total_Time","Instrument_Time","Night_Time","PIC_Time","Student_Time","Instructor_Time","pic_name","Landings","Remarks","Cumulative_Total","Cumulative_PIC","Cumulative_Student","Cumulative_Instrument","Cumulative_SEP_Sea","Cumulative_Landings","Cumulative_Instructor"
"05/09/2018","P28A","OH-PDP","EFHF","EFHF","18:24","19:14","","","0:50","0:50","","","0:50","","","self","1","","532:10","438:35","93:35","3:12","125:23","1243","7:57"
"06/09/2018","P28A","OH-PDP","EFHF","EFHF","19:41","20:01","","","0:20","0:20","","","0:20","","","self","1","","532:30","438:55","93:35","3:12","125:23","1244","7:57"
"27/09/2018","C172","OH-CTL","Tuusulanjärvi","Tuusulanjärvi","18:16","19:04","","","0:48","0:48","","","0:48","","","self","3","","533:18","439:43","93:35","3:12","126:11","1247","7:57"
"30/09/2018","P28A","OH-PDP","EFHF","EFNU","16:03","16:40","","","0:37","0:37","","","0:37","","","self","1","","533:55","440:20","93:35","3:12","126:11","1248","7:57"
"30/09/2018","P28A","OH-PDP","EFNU","EFHF","17:34","18:07","","","0:33","0:33","","","0:33","","","self","2","","534:28","440:53","93:35","3:12","126:11","1250","7:57"
"04/10/2018","C172","OH-CTL","Tuusulanjärvi","Hiidenvesi","11:38","12:20","","","0:42","0:42","","","0:42","","","self","4","","535:10","441:35","93:35","3:12","126:53","1254","7:57"
"04/10/2018","C172","OH-CTL","Hiidenvesi","Tuusulanjärvi","13:05","13:40","","","0:35","0:35","","","0:35","","","self","1","","535:45","442:10","93:35","3:12","127:28","1255","7:57"
"04/10/2018","P28A","OH-PDP","EFHF","EFHF","13:55","15:15","","","1:20","1:20","","","1:20","","1:20","self","4","","537:05","443:30","93:35","3:12","127:28","1259","9:17"
"07/10/2018","P28A","OH-PDP","EFHF","EFHF","17:38","18:07","","","0:29","0:29","","","0:29","","","self","1","","537:34","443:59","93:35","3:12","127:28","1260","9:17"
"10/10/2018","C172","OH-CTL","Tuusulanjärvi","Räyskälä","15:17","15:58","","","0:41","0:41","","","0:41","","","self","3","","538:15","444:40","93:35","3:12","128:09","1263","9:17"
"19/10/2018","P28A","OH-PDP","EFHF","EFKI","13:05","13:50","","","0:45","0:45","","","0:45","","","self","1","","539:00","445:25","93:35","3:12","128:09","1264","9:17"
"19/10/2018","P28A","OH-PDP","EFKI","EFHF","15:49","16:25","","","0:36","0:36","","","0:36","","","self","2","","539:36","446:01","93:35","3:12","128:09","1266","9:17"
"28/10/2018","C172","OH-CWB","EFHF","EFHV","11:12","11:55","","","0:43","0:43","","","0:43","","","self","1","","540:19","446:44","93:35","3:12","128:09","1267","9:17"
"28/10/2018","C172","OH-CWB","EFHV","EFHF","13:10","13:40","","","0:30","0:30","","","0:30","","","self","1","","540:49","447:14","93:35","3:12","128:09","1268","9:17"
"15/11/2018","P28A","OH-PDP","EFHF","EFLA","09:35","10:16","","","0:41","0:41","","","0:41","","","self","3","","541:30","447:55","93:35","3:12","128:09","1271","9:17"
"15/11/2018","C172","OH-CWB","EFLA","EFHF","12:15","13:12","","","0:57","0:57","","","0:57","","","self","1","","542:27","448:52","93:35","3:12","128:09","1272","9:17"
"22/11/2018","C152","OH-CRA","EFHF","EFHF","15:30","15:58","","","0:28","0:28","","","0:28","","","self","1","","542:55","449:20","93:35","3:12","128:09","1273","9:17"
"06/12/2018","C152","OH-CRA","EFHF","EFHF","10:29","11:34","","","1:05","1:05","","","1:05","","","self","1","","544:00","450:25","93:35","3:12","128:09","1274","9:17"
"23/12/2018","C152","OH-COF","EFHF","EFHF","12:13","12:42","","","0:29","0:29","","","0:29","","","self","1","","544:29","450:54","93:35","3:12","128:09","1275","9:17"
"03/01/2019","C152","OH-CRA","EFHF","EFHF","13:35","14:34","","","0:59","0:59","","","0:59","","","self","1","","545:28","451:53","93:35","3:12","128:09","1276","9:17"
"11/01/2019","P28A","OH-PDP","EFLA","EFHV","11:33","12:14","","","0:41","0:41","","","0:41","","","self","1","","546:09","452:34","93:35","3:12","128:09","1277","9:17"
"20/01/2019","C172","OH-CWB","EFHF","EFHF","10:52","11:58","","","1:06","1:06","","","1:06","","","self","3","","547:15","453:40","93:35","3:12","128:09","1280","9:17"
"12/02/2019","C152","OH-CKO","EFHF","EFHF","13:14","14:32","","","1:18","1:18","","","1:18","","","self","4","","548:33","454:58","93:35","3:12","128:09","1284","9:17"
"17/02/2019","C152","OH-CRA","EFHF","EFHF","10:29","11:10","","","0:41","0:41","","","0:41","","","self","1","","549:14","455:39","93:35","3:12","128:09","1285","9:17"
"23/02/2019","C152","OH-KLS","EFHF","EFHF","13:50","14:43","","","0:53","0:53","","","0:53","","","self","1","","550:07","456:32","93:35","3:12","128:09","1286","9:17"
"20/03/2019","C172","OH-CAV","EFHF","EFHF","11:46","13:00","","","1:14","1:14","","","1:14","","","self","5","","551:21","457:46","93:35","3:12","128:09","1291","9:17"
"28/03/2019","C152","OH-CRA","EFHF","EFHF","14:04","14:44","","","0:40","0:40","","","0:40","","","self","1","","552:01","458:26","93:35","3:12","128:09","1292","9:17"
"30/03/2019","C172","OH-CAV","EFHF","EFLA","12:12","13:08","","","0:56","0:56","","","0:56","","","self","2","","552:57","459:22","93:35","3:12","128:09","1294","9:17"
"03/04/2019","C172","OH-CWB","EFHF","EFHV","11:19","11:55","","","0:36","0:36","","","0:36","","","self","2","","553:33","459:58","93:35","3:12","128:09","1296","9:17"
"03/04/2019","P28A","OH-PDP","EFHF","EFHV","13:06","13:26","","","0:20","0:20","","","0:20","","","self","2","","553:53","460:18","93:35","3:12","128:09","1298","9:17"
"03/04/2019","C172","OH-CWB","EFHV","EFHF","14:00","14:32","","","0:32","0:32","","","0:32","","","self","1","","554:25","460:50","93:35","3:12","128:09","1299","9:17"
"04/04/2019","P28A","OH-PDP","EFHF","EFLA","17:52","18:23","","","0:31","0:31","","","0:31","","","self","1","","554:56","461:21","93:35","3:12","128:09","1300","9:17"
"04/04/2019","P28A","OH-PIF","EFLA","EFLA","07:56Z","08:38Z","","","0:42","0:42","","","0:42","","","self","1","","555:38","462:03","93:35","3:12","128:09","1301","9:17"
"04/04/2019","P28A","OH-PIF","EFLA","EFLA","09:45Z","10:51Z","","","1:06","1:06","1:06","","","1:06","","Autere","1","","556:44","462:03","94:41","4:18","128:09","1302","9:17"
"04/04/2019","P28A","OH-PIF","EFLA","EFLA","11:33Z","12:35Z","","","1:02","1:02","1:02","","","1:02","","Autere","1","","557:46","462:03","95:43","5:20","128:09","1303","9:17"
"04/04/2019","P28A","OH-PDP","EFLA","EFHF","14:13Z","15:04Z","","","0:51","0:51","","","0:51","","","self","1","","558:37","462:54","95:43","5:20","128:09","1304","9:17"
"10/04/2019","P28A","OH-PDP","EFHF","EFHF","18:43","19:15","","","0:32","0:32","","","0:32","","","self","2","","559:09","463:26","95:43","5:20","128:09","1306","9:17"
"12/04/2019","P28A","OH-PDP","EFHF","EFPR","09:11Z","09:55Z","","","0:44","0:44","","","0:44","","","self","1","","559:53","464:10","95:43","5:20","128:09","1307","9:17"
"16/04/2019","DA40","OH-STL","EFHF","EFHF","10:12Z","10:52Z","","","0:40","0:40","","","","0:40","","Stude","6","","560:33","464:10","96:23","5:20","128:09","1313","9:17"
"18/04/2019","P28A","OH-PDP","EFHF","EFLA","09:30","10:34","","","1:04","1:04","","","1:04","","","self","1","","561:37","465:14","96:23","5:20","128:09","1314","9:17"
"18/04/2019","P28A","OH-PIF","EFLA","EFLA","05:44Z","06:35Z","","","0:51","0:51","0:51","","","0:51","","Autere","1","","562:28","465:14","97:14","6:11","128:09","1315","9:17"
"18/04/2019","P28A","OH-PIF","EFLA","EFLA","08:47Z","10:10Z","","","1:23","1:23","1:23","","","1:23","","Autere","1","","563:51","465:14","98:37","7:34","128:09","1316","9:17"
"18/04/2019","P28A","OH-PIF","EFLA","EFLA","10:54Z","11:56Z","","","1:02","1:02","1:02","","","1:02","","Autere","1","","564:53","465:14","99:39","8:36","128:09","1317","9:17"
"18/04/2019","P28A","OH-PDP","EFLA","EFHF","12:40","13:26","","","0:46","0:46","","","0:46","","","self","1","","565:39","466:00","99:39","8:36","128:09","1318","9:17"
"30/04/2019","P28A","OH-PDP","EFHF","EFHF","11:37","12:10","","","0:33","0:33","","","0:33","","","self","6","","566:12","466:33","99:39","8:36","128:09","1324","9:17"
"30/04/2019","C172","OH-CTL","Laajasalo","Kalkkiranta","17:34","18:20","","","0:46","0:46","","","0:46","","0:46","self","7","","566:58","467:19","99:39","8:36","128:55","1331","10:03"
"30/04/2019","C172","OH-CTL","Kalkkiranta","Laajasalo","18:23","19:15","","","0:52","0:52","","","","0:52","","Sinervä","7","","567:50","467:19","100:31","8:36","129:47","1338","10:03"
"06/05/2019","C172","OH-CTL","Laajasalo","Inkoo","07:17","08:04","","","0:47","0:47","","","0:47","","","self","3","","568:37","468:06","100:31","8:36","130:34","1341","10:03"
"09/05/2019","P28A","OH-PDP","EFHF","EFHF","18:17","18:56","","","0:39","0:39","","","0:39","","","self","1","","569:16","468:45","100:31","8:36","130:34","1342","10:03"
"11/05/2019","C172","OH-CTL","Kabböle","Kabböle","12:39","13:37","","","0:58","0:58","","","0:58","","0:58","self","6","","570:14","469:43","100:31","8:36","131:32","1348","11:01"
"11/05/2019","C172","OH-CTL","Kabböle","Laajasalo","14:26","15:05","","","0:39","0:39","","","0:39","","","self","1","","570:53","470:22","100:31","8:36","132:11","1349","11:01"
"13/05/2019","P28A","OH-PDP","EFHF","EFHF","15:26","16:05","","","0:39","0:39","","","0:39","","","self","4","","571:32","471:01","100:31","8:36","132:11","1353","11:01"
"14/05/2019","P28A","OH-PDP","EFHF","EFLA","14:11","15:02","","","0:51","0:51","","","0:51","","","self","1","","572:23","471:52","100:31","8:36","132:11","1354","11:01"
"14/05/2019","P28A","OH-PIF","EFLA","EFUT","14:04Z","15:03Z","","","0:59","0:59","0:59","","","0:59","","Autere","1","","573:22","471:52","101:30","9:35","132:11","1355","11:01"
"14/05/2019","P28A","OH-PIF","EFUT","EFLA","15:35Z","16:56Z","","","1:21","1:21","1:21","","","1:21","","Autere","1","","574:43","471:52","102:51","10:56","132:11","1356","11:01"
"14/05/2019","P28A","OH-PDP","EFLA","EFHF","20:48","21:29","","","0:41","0:41","","","0:41","","","self","1","","575:24","472:33","102:51","10:56","132:11","1357","11:01"
"15/05/2019","C172","OH-CTL","Laajasalo","Sipoo","18:13","18:43","","","0:30","0:30","","","0:30","","0:30","self","1","","575:54","473:03","102:51","10:56","132:41","1358","11:31"
"15/05/2019","C172","OH-CTL","Sipoo","Laajasalo","19:30","20:05","","","0:35","0:35","","","0:35","","0:35","self","4","","576:29","473:38","102:51","10:56","133:16","1362","12:06"
"18/05/2019","P28A","OH-PDP","EFHF","EFFO","12:44","13:35","","","0:51","0:51","","","0:51","","","self","1","","577:20","474:29","102:51","10:56","133:16","1363","12:06"
"18/05/2019","P28A","OH-PDP","EFFO","EFHF","16:00","16:55","","","0:55","0:55","","","0:55","","","self","1","","578:15","475:24","102:51","10:56","133:16","1364","12:06"
"20/05/2019","DA40","OH-STL","EFHF","EFUT","16:12","17:17","","","1:05","1:05","","","1:05","","1:05","self","4","","579:20","476:29","102:51","10:56","133:16","1368","13:11"
"20/05/2019","DA40","OH-STL","EFUT","EFHF","17:40","18:40","","","1:00","1:00","","","1:00","","","self","2","","580:20","477:29","102:51","10:56","133:16","1370","13:11"
"28/05/2019","P28A","OH-PDP","EFHF","EFHF","13:22","14:33","","","1:11","1:11","","","1:11","","","self","4","","581:31","478:40","102:51","10:56","133:16","1374","13:11"
"29/05/2019","P28A","OH-PIF","EFLA","EFTP","09:46Z","11:12Z","","","1:26","1:26","1:26","","","1:26","","Autere","1","","582:57","478:40","104:17","12:22","133:16","1375","13:11"
"29/05/2019","P28A","OH-PIF","EFTP","EFLA","11:23Z","12:19Z","","","0:56","0:56","0:56","","","0:56","","Autere","1","","583:53","478:40","105:13","13:18","133:16","1376","13:11"
"04/06/2019","C172","OH-CTL","Laajasalo","Laajasalo","18:52","19:59","","","1:07","1:07","","","1:07","","","self","4","","585:00","479:47","105:13","13:18","134:23","1380","13:11"
"05/06/2019","C172","OH-CTL","Laajasalo","Laajasalo","09:29","10:37","","","1:08","1:08","","","1:08","","1:08","self","1","","586:08","480:55","105:13","13:18","135:31","1381","14:19"
"06/06/2019","C172","OH-GKT","Kahvisaari","Kelvenne","13:10","13:43","","","0:33","0:33","","","0:33","","","self","4","","586:41","481:28","105:13","13:18","136:04","1385","14:19"
"06/06/2019","C172","OH-GKT","Kelvenne","Kahvisaari","14:02","14:50","","","0:48","0:48","","","0:48","","","self","10","","587:29","482:16","105:13","13:18","136:52","1395","14:19"
"06/06/2019","P28A","OH-PDP","EFHF","EFHF","19:54","20:13","","","0:19","0:19","","","0:19","","","self","1","","587:48","482:35","105:13","13:18","136:52","1396","14:19"
"08/06/2019","C172","OH-CTL","Laajasalo","Laajasalo","08:53","10:19","","","1:26","1:26","","","1:26","","1:26","self","3","","589:14","484:01","105:13","13:18","138:18","1399","15:45"
"08/06/2019","C172","OH-CTL","Laajasalo","Sipoo","10:51","11:14","","","0:23","0:23","","","0:23","","","self","1","","589:37","484:24","105:13","13:18","138:41","1400","15:45"
"08/06/2019","C172","OH-CTL","Sipoo","Karhusaari","11:28","12:24","","","0:56","0:56","","","0:56","","0:56","self","4","","590:33","485:20","105:13","13:18","139:37","1404","16:41"
"08/06/2019","C172","OH-CTL","Karhusaari","Sipoo","13:06","13:21","","","0:15","0:15","","","0:15","","0:15","self","1","","590:48","485:35","105:13","13:18","139:52","1405","16:56"
"08/06/2019","C172","OH-CTL","Sipoo","Tuusulanjärvi","13:43","14:12","","","0:27","0:27","","","0:27","","","self","1","","591:15","486:02","105:13","13:18","140:19","1406","16:56"
"12/06/2019","C172","OH-CTL","Tuusulanjärvi","Tuusulanjärvi","08:38","09:48","","","1:10","1:10","","","1:10","","1:10","self","4","","592:25","487:12","105:13","13:18","141:29","1410","18:06"
"14/06/2019","P28A","OH-PDP","EFHF","EFLA","09:36","10:27","","","0:51","0:51","","","0:51","","","self","1","","593:16","488:03","105:13","13:18","141:29","1411","18:06"
"14/06/2019","P28A","OH-PIF","EFLA","EFLA","08:55Z","10:48Z","","","1:53","1:53","1:53","","","1:53","","Autere","1","","595:09","488:03","107:06","15:11","141:29","1412","18:06"
"16/06/2019","P28A","OH-PDP","EFLA","EFHF","13:24","14:12","","","0:48","0:48","","","0:48","","","self","1","","595:57","488:51","107:06","15:11","141:29","1413","18:06"
"18/06/2019","C185","OH-CDK","Iso-Jälä","Salonsaari","13:52Z","15:21Z","","","1:29","1:29","","","1:29","","","self","1","","597:26","490:20","107:06","15:11","142:58","1414","18:06"
"19/06/2019","C185","OH-CDK","Salonsaari","Salonsaari","15:25Z","16:24Z","","","0:54","0:54","","","","0:54","","Jansson","12","","598:20","490:20","108:00","15:11","143:52","1426","18:06"
"20/06/2019","C185","OH-CDK","Salonsaari","Leikonvesi","14:35Z","15:43Z","","","1:08","1:08","","","1:08","","","self","1","","599:28","491:28","108:00","15:11","145:00","1427","18:06"
"21/06/2019","C185","OH-CDK","Leikonvesi","Savonlinna","11:01","11:35","","","0:34","0:34","","","0:34","","","self","1","","600:02","492:02","108:00","15:11","145:34","1428","18:06"
"21/06/2019","C185","OH-CDK","Savonlinna","Leikonvesi","11:53","12:15","","","0:22","0:22","","","0:22","","","self","1","","600:24","492:24","108:00","15:11","145:56","1429","18:06"
"24/06/2019","C185","OH-CDK","Leikonvesi","Leikonvesi","12:02","12:32","","","0:30","0:30","","","0:30","","","self","1","","600:54","492:54","108:00","15:11","146:26","1430","18:06"
"25/06/2019","C185","OH-CDK","Leikonvesi","Salonsaari","13:52","15:02","","","1:10","1:10","","","1:10","","","self","1","","602:04","494:04","108:00","15:11","147:36","1431","18:06"
"28/06/2019","P28A","OH-PIF","EFLA","EFHA","09:36Z","10:58Z","","","1:22","1:22","1:22","","","1:22","","Autere","1","","603:26","494:04","109:22","16:33","147:36","1432","18:06"
"28/06/2019","P28A","OH-PIF","EFHA","EFLA","11:23Z","12:23Z","","","1:00","1:00","1:00","","","1:00","","Autere","1","","604:26","494:04","110:22","17:33","147:36","1433","18:06"
"28/06/2019","C185","OH-CDK","Salonsaari","Salonsaari","14:54","15:44","","","0:50","0:50","","","0:50","","","self","3","","605:16","494:54","110:22","17:33","148:26","1436","18:06"
"04/07/2019","C172","OH-GKT","Kahvisaari","Kuohijärvi","12:03","12:37","","","0:36","0:36","","","0:36","","","self","3","","605:52","495:30","110:22","17:33","149:02","1439","18:06"
"04/07/2019","C172","OH-GKT","Kuohijärvi","Kahvisaari","12:58","13:40","","","0:42","0:42","","","0:42","","","self","4","","606:34","496:12","110:22","17:33","149:44","1443","18:06"
"08/07/2019","P28A","OH-PDP","EFHF","EFLA","14:20","15:13","","","0:53","0:53","","","0:53","","","self","1","","607:27","497:05","110:22","17:33","149:44","1444","18:06"
"09/07/2019","C172","OH-CTL","Tuusulanjärvi","Tuusulanjärvi","19:40","20:51","","","1:11","1:11","","","1:11","","1:11","self","6","","608:38","498:16","110:22","17:33","150:55","1450","19:17"
"10/07/2019","C172","OH-CTL","Tuusulanjärvi","Tuusulanjärvi","12:58","14:02","","","1:04","1:04","","","1:04","","1:04","self","4","","609:42","499:20","110:22","17:33","151:59","1454","20:21"
"11/07/2019","P28A","OH-PDP","EFLA","EFHF","14:35","15:20","","","0:45","0:45","","","0:45","","","self","1","","610:27","500:05","110:22","17:33","151:59","1455","20:21"
"11/07/2019","C172","OH-CAV","EFHF","EFHF","13:17","14:34","","","1:17","1:17","","","1:17","","1:17","self","5","","611:44","501:22","110:22","17:33","151:59","1460","21:38"
"11/07/2019","P28A","OH-PDP","EFHF","EFHV","19:11","19:44","","","0:33","0:33","","","0:33","","","self","1","","612:17","501:55","110:22","17:33","151:59","1461","21:38"
"20/07/2019","C185","OH-CDK","Salonsaari","Salonsaari","12:53","13:30","","","0:37","0:37","","","0:37","","","self","6","","612:54","502:32","110:22","17:33","152:36","1467","21:38"
"23/07/2019","P28A","OH-PIF","EFLA","EFLA","11:21Z","13:24Z","","","2:03","2:03","2:03","","","2:03","","Autere","1","","614:57","502:32","112:25","19:36","152:36","1468","21:38"
"29/07/2019","P28A","OH-PDP","EFHV","EFHV","12:55","13:06","","","0:11","0:11","","","0:11","","","self","1","","615:08","502:43","112:25","19:36","152:36","1469","21:38"
"29/07/2019","P28A","OH-PDP","EFHV","EFHF","13:44","14:17","","","0:33","0:33","","","0:33","","","self","3","","615:41","503:16","112:25","19:36","152:36","1472","21:38"
"01/08/2019","P28A","OH-PDP","EFHF","EFLA","10:10","11:03","","","0:53","0:53","","","0:53","","","self","1","","616:34","504:09","112:25","19:36","152:36","1473","21:38"
"01/08/2019","P28A","OH-PIF","EFLA","EFTU","14:05Z","15:30Z","","","1:25","1:25","1:25","","","1:25","","Autere","1","","617:59","504:09","113:50","21:01","152:36","1474","21:38"
"01/08/2019","P28A","OH-PIF","EFTU","EFMA","16:32Z","17:44Z","","","1:12","1:12","1:12","","","1:12","","Autere","1","","619:11","504:09","115:02","22:13","152:36","1475","21:38"
"02/08/2019","P28A","OH-PIF","EFMA","ESSP","07:28Z","09:06Z","","","1:38","1:38","1:38","","","1:38","","Autere","1","","620:49","504:09","116:40","23:51","152:36","1476","21:38"
"02/08/2019","P28A","OH-PIF","ESSP","EFMA","12:04Z","14:17Z","","","2:13","2:13","2:13","","","2:13","","Autere","1","","623:02","504:09","118:53","26:04","152:36","1477","21:38"
"02/08/2019","P28A","OH-PIF","EFMA","EFTU","14:53Z","15:57Z","","","1:04","1:04","1:04","","","1:04","","Autere","1","","624:06","504:09","119:57","27:08","152:36","1478","21:38"
"10/08/2019","C172","OH-GKT","Kahvisaari","Kelvenne","12:16","12:47","","","0:31","0:31","","","0:31","","","self","2","","624:37","504:40","119:57","27:08","153:07","1480","21:38"
"10/08/2019","C172","OH-GKT","Kelvenne","Kahvisaari","14:32Z","15:04Z","","","0:32","0:32","","","0:32","","","self","4","","625:09","505:12","119:57","27:08","153:39","1484","21:38"
"13/08/2019","C185","OH-CDK","Salonsaari","Salonsaari","16:49","18:05","","","1:16","1:16","","","1:16","","1:16","self","10","","626:25","506:28","119:57","27:08","154:55","1494","22:54"
"13/08/2019","P28A","OH-PDP","EFLA","EFHF","19:17","20:11","","","0:54","0:54","","","0:54","","","self","1","","627:19","507:22","119:57","27:08","154:55","1495","22:54"
"22/08/2019","P28A","OH-PIF","EFLA","EFJY","10:18Z","12:13Z","","","1:55","1:55","1:55","","","1:55","","Autere","1","","629:14","507:22","121:52","29:03","154:55","1496","22:54"
"22/08/2019","P28A","OH-PIF","EFJY","EFLA","12:42Z","13:42Z","","","1:00","1:00","1:00","","","1:00","","Autere","1","","630:14","507:22","122:52","30:03","154:55","1497","22:54"
"27/08/2019","P28A","OH-PDP","EFHF","EFHF","10:03","10:32","","","0:29","0:29","","","0:29","","","self","1","","630:43","507:51","122:52","30:03","154:55","1498","22:54"
"28/08/2019","C172","OH-CTL","Keilaniemi","Vuosaari","19:23","19:47","","","0:24","0:24","","","0:24","","","self","3","","631:07","508:15","122:52","30:03","155:19","1501","22:54"
"28/08/2019","C172","OH-CTL","Vuosaari","Tuusulanjarvi","19:51","20:19","","","0:28","0:28","","","0:28","","0:28","self","3","","631:35","508:43","122:52","30:03","155:47","1504","23:22"
"03/09/2019","P28A","OH-PIF","EFLA","EFLA","09:26Z","11:21Z","","","1:55","1:55","1:55","","","1:55","","Autere","1","","633:30","508:43","124:47","31:58","155:47","1505","23:22"
"04/09/2019","C172","OH-CTL","Tuusulanjarvi","Tuusulanjarvi","18:17","19:15","","","0:58","0:58","","","0:58","","","self","5","","634:28","509:41","124:47","31:58","156:45","1510","23:22"
"05/09/2019","P28A","OH-PIF","EFLA","EFLA","09:04Z","11:49Z","","","2:45","2:45","2:45","","","2:45","","Autere","1","","637:13","509:41","127:32","34:43","156:45","1511","23:22"
"13/09/2019","P28A","OH-PDP","EFHF","EFHF","07:25","08:07","","","0:42","0:42","","","0:42","","","self","1","","637:55","510:23","127:32","34:43","156:45","1512","23:22"
"13/09/2019","P28A","OH-PDP","EFHF","EFHF","08:10","08:28","","","0:18","0:18","","","0:18","","","self","1","","638:13","510:41","127:32","34:43","156:45","1513","23:22"
"16/09/2019","P28A","OH-PDP","EFHF","EFHF","15:08","15:34","","","0:26","0:26","","","0:26","","","self","3","","638:39","511:07","127:32","34:43","156:45","1516","23:22"
"17/09/2019","P28A","OH-PDP","EFHF","EFLA","08:55","09:46","","","0:51","0:51","","","0:51","","","self","1","","639:30","511:58","127:32","34:43","156:45","1517","23:22"
"17/09/2019","P28A","OH-PIF","EFLA","EFLP","08:46Z","09:59Z","","","1:13","1:13","1:13","","","1:13","","Autere","1","","640:43","511:58","128:45","35:56","156:45","1518","23:22"
"17/09/2019","P28A","OH-PIF","EFLP","EFLA","10:18Z","11:26Z","","","1:08","1:08","1:08","","","1:08","","Autere","1","","641:51","511:58","129:53","37:04","156:45","1519","23:22"
"19/09/2019","P28A","OH-PDP","EFLA","EFHF","08:55","09:46","","","0:51","0:51","","","0:51","","","self","1","","642:42","512:49","129:53","37:04","156:45","1520","23:22"
"19/09/2019","P28A","OH-PIF","EFLA","EFTP","09:47Z","11:19Z","","","1:32","1:32","1:32","","","1:32","","Autere","1","","644:14","512:49","131:25","38:36","156:45","1521","23:22"
"19/09/2019","P28A","OH-PIF","EFTP","EFLA","12:18Z","13:42Z","","","1:24","1:24","1:24","","","1:24","","Autere","1","","645:38","512:49","132:49","40:00","156:45","1522","23:22"
"22/09/2019","C185","OH-CDK","Salonsaari","Salonsaari","08:33","09:13","","","0:40","0:40","","","0:40","","","self","4","","646:18","513:29","132:49","40:00","157:25","1526","23:22"
"27/09/2019","P28A","OH-PIF","EFLA","EFJY","09:28Z","11:13Z","","","1:45","1:45","1:45","","","1:45","","Autere","1","","648:03","513:29","134:34","41:45","157:25","1527","23:22"
"27/09/2019","P28A","OH-PIF","EFJY","EFLA","11:59Z","13:35Z","","","1:36","1:36","1:36","","","1:36","","Autere","1","","649:39","513:29","136:10","43:21","157:25","1528","23:22"
"27/09/2019","P28A","OH-PIF","EFLA","EFLA","14:22Z","15:11Z","","","0:49","0:49","0:49","","","0:49","","Autere","1","","650:28","513:29","136:59","44:10","157:25","1529","23:22"
